calltry,date,time,duration,lastprompt,UID,village,Treatment,month,date,year
1,12/5/2011,12/5/11 12:46,38,12-05-2011_103851.mp3,1019002,LAKHCHOKIYA,1,12,5,11
1,12/5/2011,12/5/11 12:46,76,12-05-2011_103528.mp3,2036024,SOKHDA,1,12,5,11
1,12/5/2011,12/5/11 12:46,76,12-05-2011_103528.mp3,1019005,LAKHCHOKIYA,2,12,5,11
1,12/5/2011,12/5/11 12:48,15,12-05-2011_103528.mp3,2025041,NADALA (DEVGHAT),1,12,5,11
1,12/5/2011,12/5/11 12:48,76,12-05-2011_103528.mp3,2025040,NADALA (DEVGHAT),2,12,5,11
1,12/5/2011,12/5/11 12:48,4,12-05-2011_103851.mp3,1019006,LAKHCHOKIYA,2,12,5,11
1,12/5/2011,12/5/11 12:48,60,12-05-2011_103851.mp3,2029029,NAVAGAM (BAVLIYA),2,12,5,11
1,12/5/2011,12/5/11 12:48,76,12-05-2011_103528.mp3,1019022,LAKHCHOKIYA,1,12,5,11
1,12/5/2011,12/5/11 12:48,10,12-05-2011_103851.mp3,2025024,NADALA (DEVGHAT),2,12,5,11
1,12/5/2011,12/5/11 12:48,59,12-05-2011_103851.mp3,1019021,LAKHCHOKIYA,1,12,5,11
1,12/5/2011,12/5/11 12:51,60,12-05-2011_103851.mp3,1019038,LAKHCHOKIYA,1,12,5,11
1,12/5/2011,12/5/11 12:51,7,12-05-2011_103851.mp3,2026010,NANA SAKHPAR,1,12,5,11
1,12/5/2011,12/5/11 12:51,N/A,N/A,1019030,LAKHCHOKIYA,2,12,5,11
1,12/5/2011,12/5/11 12:51,N/A,N/A,1019030,LAKHCHOKIYA,2,12,5,11
1,12/5/2011,12/5/11 12:51,4,12-05-2011_103528.mp3,1019023,LAKHCHOKIYA,2,12,5,11
1,12/5/2011,12/5/11 12:51,76,12-05-2011_103528.mp3,2026009,NANA SAKHPAR,2,12,5,11
1,12/5/2011,12/5/11 12:51,60,12-05-2011_103851.mp3,1019032,LAKHCHOKIYA,2,12,5,11
1,12/5/2011,12/5/11 12:54,60,12-05-2011_103851.mp3,2026020,NANA SAKHPAR,2,12,5,11
1,12/5/2011,12/5/11 12:54,76,12-05-2011_103528.mp3,2026027,NANA SAKHPAR,1,12,5,11
1,12/5/2011,12/5/11 12:54,60,12-05-2011_103851.mp3,2026016,NANA SAKHPAR,1,12,5,11
1,12/5/2011,12/5/11 12:54,4,12-05-2011_103528.mp3,2026032,NANA SAKHPAR,2,12,5,11
1,12/5/2011,12/5/11 12:54,76,12-05-2011_103528.mp3,1022012,MOKASAR,2,12,5,11
1,12/5/2011,12/5/11 12:54,60,12-05-2011_103851.mp3,1022003,MOKASAR,2,12,5,11
1,12/5/2011,12/5/11 12:54,76,12-05-2011_103528.mp3,2026031,NANA SAKHPAR,1,12,5,11
1,12/5/2011,12/5/11 12:54,59,12-05-2011_103851.mp3,2026014,NANA SAKHPAR,1,12,5,11
1,12/5/2011,12/5/11 12:54,76,12-05-2011_103528.mp3,1022004,MOKASAR,2,12,5,11
1,12/5/2011,12/5/11 12:57,60,12-05-2011_103851.mp3,1022019,MOKASAR,1,12,5,11
1,12/5/2011,12/5/11 12:57,N/A,N/A,1022028,MOKASAR,1,12,5,11
1,12/5/2011,12/5/11 12:57,N/A,N/A,1022028,MOKASAR,1,12,5,11
1,12/5/2011,12/5/11 12:57,76,12-05-2011_103528.mp3,2029027,NAVAGAM (BAVLIYA),2,12,5,11
1,12/5/2011,12/5/11 12:57,60,12-05-2011_103851.mp3,1022025,MOKASAR,2,12,5,11
1,12/5/2011,12/5/11 12:57,76,12-05-2011_103528.mp3,2028006,NAVA SUDAMDA,2,12,5,11
1,12/5/2011,12/5/11 12:57,60,12-05-2011_103851.mp3,1022030,MOKASAR,1,12,5,11
1,12/5/2011,12/5/11 12:57,76,12-05-2011_103528.mp3,2028013,NAVA SUDAMDA,1,12,5,11
1,12/5/2011,12/5/11 13:00,6,12-05-2011_103851.mp3,1023009,MOTA KANGHASAR,2,12,5,11
1,12/5/2011,12/5/11 13:01,46,12-05-2011_103528.mp3,1023024,MOTA KANGHASAR,1,12,5,11
1,12/5/2011,12/5/11 13:01,76,12-05-2011_103528.mp3,2026025,NANA SAKHPAR,1,12,5,11
1,12/5/2011,12/5/11 13:01,76,12-05-2011_103528.mp3,2028016,NAVA SUDAMDA,1,12,5,11
1,12/5/2011,12/5/11 13:01,60,12-05-2011_103851.mp3,2028034,NAVA SUDAMDA,1,12,5,11
1,12/5/2011,12/5/11 13:01,76,12-05-2011_103528.mp3,2028029,NAVA SUDAMDA,1,12,5,11
1,12/5/2011,12/5/11 13:01,76,12-05-2011_103528.mp3,2008004,DHAMRASLA,2,12,5,11
1,12/5/2011,12/5/11 13:03,60,12-05-2011_103851.mp3,1023026,MOTA KANGHASAR,1,12,5,11
1,12/5/2011,12/5/11 13:03,76,12-05-2011_103528.mp3,2028019,NAVA SUDAMDA,1,12,5,11
1,12/5/2011,12/5/11 13:03,60,12-05-2011_103851.mp3,1023025,MOTA KANGHASAR,2,12,5,11
1,12/5/2011,12/5/11 13:03,N/A,N/A,1023027,MOTA KANGHASAR,2,12,5,11
1,12/5/2011,12/5/11 13:03,N/A,N/A,1023027,MOTA KANGHASAR,2,12,5,11
1,12/5/2011,12/5/11 13:03,7,12-05-2011_103851.mp3,2028037,NAVA SUDAMDA,1,12,5,11
1,12/5/2011,12/5/11 13:03,60,12-05-2011_103851.mp3,2029007,NAVAGAM (BAVLIYA),2,12,5,11
1,12/5/2011,12/5/11 13:06,76,12-05-2011_103528.mp3,1027013,NANI MORSAL,2,12,5,11
1,12/5/2011,12/5/11 13:06,N/A,N/A,1027016,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:06,N/A,N/A,1027016,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:06,60,12-05-2011_103851.mp3,2029016,NAVAGAM (BAVLIYA),2,12,5,11
1,12/5/2011,12/5/11 13:06,35,12-05-2011_103528.mp3,2029030,NAVAGAM (BAVLIYA),2,12,5,11
1,12/5/2011,12/5/11 13:06,76,12-05-2011_103528.mp3,2040012,VATAVACHH,1,12,5,11
1,12/5/2011,12/5/11 13:06,60,12-05-2011_103851.mp3,2029010,NAVAGAM (BAVLIYA),2,12,5,11
1,12/5/2011,12/5/11 13:09,3,12-05-2011_103851.mp3,1027019,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:09,61,12-05-2011_103528.mp3,2029040,NAVAGAM (BAVLIYA),1,12,5,11
1,12/5/2011,12/5/11 13:09,60,12-05-2011_103851.mp3,2029025,NAVAGAM (BAVLIYA),2,12,5,11
1,12/5/2011,12/5/11 13:09,76,12-05-2011_103528.mp3,2035011,SHIRVANIYA,2,12,5,11
1,12/5/2011,12/5/11 13:09,76,12-05-2011_103528.mp3,1027025,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:09,N/A,N/A,1027009,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:09,N/A,N/A,1027009,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:09,75,12-05-2011_103528.mp3,1027023,NANI MORSAL,2,12,5,11
1,12/5/2011,12/5/11 13:12,60,12-05-2011_103851.mp3,2035001,SHIRVANIYA,2,12,5,11
1,12/5/2011,12/5/11 13:12,60,12-05-2011_103851.mp3,1027028,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:12,76,12-05-2011_103528.mp3,1027036,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:12,36,12-05-2011_103851.mp3,2035003,SHIRVANIYA,1,12,5,11
1,12/5/2011,12/5/11 13:12,76,12-05-2011_103528.mp3,2035024,SHIRVANIYA,1,12,5,11
1,12/5/2011,12/5/11 13:12,4,12-05-2011_103528.mp3,1027035,NANI MORSAL,1,12,5,11
1,12/5/2011,12/5/11 13:12,60,12-05-2011_103851.mp3,2028002,NAVA SUDAMDA,2,12,5,11
1,12/5/2011,12/5/11 13:12,5,"12-05-2011_103528.mp3	1",2035022,SHIRVANIYA,2,12,5,11
1,12/5/2011,12/5/11 13:15,N/A,N/A,1030006,PANCHAVADA,2,12,5,11
1,12/5/2011,12/5/11 13:15,N/A,N/A,2035026,SHIRVANIYA,1,12,5,11
1,12/5/2011,12/5/11 13:15,N/A,N/A,2035026,SHIRVANIYA,1,12,5,11
1,12/5/2011,12/5/11 13:15,N/A,N/A,1030023,PANCHAVADA,2,12,5,11
1,12/5/2011,12/5/11 13:15,6,12-05-2011_103528.mp3,1030021,PANCHAVADA,2,12,5,11
1,12/5/2011,12/5/11 13:15,N/A,N/A,2035017,SHIRVANIYA,2,12,5,11
1,12/5/2011,12/5/11 13:15,N/A,N/A,2035017,SHIRVANIYA,2,12,5,11
1,12/5/2011,12/5/11 13:16,76,12-05-2011_103528.mp3,1030011,PANCHAVADA,2,12,5,11
1,12/5/2011,12/5/11 13:16,76,12-05-2011_103528.mp3,1030022,PANCHAVADA,2,12,5,11
1,12/5/2011,12/5/11 13:18,60,12-05-2011_103851.mp3,2013041,KASHIPURA,1,12,5,11
1,12/5/2011,12/5/11 13:18,75,12-05-2011_103528.mp3,1031006,PIPLIYA (DHORA),2,12,5,11
1,12/5/2011,12/5/11 13:18,60,12-05-2011_103851.mp3,1030029,PANCHAVADA,2,12,5,11
1,12/5/2011,12/5/11 13:18,N/A,N/A,2036022,SOKHDA,1,12,5,11
1,12/5/2011,12/5/11 13:18,N/A,N/A,2036022,SOKHDA,1,12,5,11
1,12/5/2011,12/5/11 13:18,60,12-05-2011_103851.mp3,2035032,SHIRVANIYA,2,12,5,11
1,12/5/2011,12/5/11 13:21,76,12-05-2011_103528.mp3,2014030,KASWALI,1,12,5,11
1,12/5/2011,12/5/11 13:21,76,12-05-2011_103528.mp3,1031009,PIPLIYA (DHORA),2,12,5,11
1,12/5/2011,12/5/11 13:21,49,12-05-2011_103851.mp3,1031013,PIPLIYA (DHORA),2,12,5,11
1,12/5/2011,12/5/11 13:21,60,12-05-2011_103851.mp3,2021004,MAGALFUI,2,12,5,11
1,12/5/2011,12/5/11 13:21,76,12-05-2011_103528.mp3,1031010,PIPLIYA (DHORA),1,12,5,11
1,12/5/2011,12/5/11 13:24,0,12-05-2011_103851.mp3,2017012,KHINTALA,2,12,5,11
1,12/5/2011,12/5/11 13:24,76,12-05-2011_103528.mp3,1031020,PIPLIYA (DHORA),1,12,5,11
1,12/5/2011,12/5/11 13:24,60,12-05-2011_103851.mp3,2040003,VATAVACHH,2,12,5,11
1,12/5/2011,12/5/11 13:24,60,12-05-2011_103851.mp3,2040004,VATAVACHH,2,12,5,11
1,12/5/2011,12/5/11 13:24,76,12-05-2011_103528.mp3,1031018,PIPLIYA (DHORA),2,12,5,11
1,12/5/2011,12/5/11 13:24,60,12-05-2011_103851.mp3,2040009,VATAVACHH,1,12,5,11
1,12/5/2011,12/5/11 13:24,76,12-05-2011_103528.mp3,2013017,KASHIPURA,1,12,5,11
1,12/5/2011,12/5/11 13:24,9,12-05-2011_103528.mp3,1031026,PIPLIYA (DHORA),2,12,5,11
1,12/5/2011,12/5/11 13:27,N/A,N/A,2015029,KESHARPAR,2,12,5,11
1,12/5/2011,12/5/11 13:27,N/A,N/A,2015029,KESHARPAR,2,12,5,11
1,12/5/2011,12/5/11 13:27,N/A,N/A,1032003,RAJAVAD,1,12,5,11
1,12/5/2011,12/5/11 13:27,N/A,N/A,1032003,RAJAVAD,1,12,5,11
1,12/5/2011,12/5/11 13:27,76,12-05-2011_103528.mp3,2040016,VATAVACHH,1,12,5,11
1,12/5/2011,12/5/11 13:27,59,12-05-2011_103851.mp3,1031030,PIPLIYA (DHORA),1,12,5,11
1,12/5/2011,12/5/11 13:27,4,12-05-2011_103851.mp3,2040023,VATAVACHH,1,12,5,11
1,12/5/2011,12/5/11 13:27,60,12-05-2011_103851.mp3,1031028,PIPLIYA (DHORA),1,12,5,11
1,12/5/2011,12/5/11 13:27,76,12-05-2011_103528.mp3,1032002,RAJAVAD,2,12,5,11
2,12/5/2011,12/5/11 13:30,76,12-05-2011_103528.mp3,2021014,MAGALFUI,2,12,5,11
1,12/5/2011,12/5/11 13:30,N/A,N/A,2036025,SOKHDA,2,12,5,11
1,12/5/2011,12/5/11 13:30,N/A,N/A,2036025,SOKHDA,2,12,5,11
1,12/5/2011,12/5/11 13:30,55,12-05-2011_103851.mp3,2040025,VATAVACHH,1,12,5,11
2,12/5/2011,12/5/11 13:31,76,12-05-2011_103528.mp3,2040039,VATAVACHH,2,12,5,11
2,12/5/2011,12/5/11 13:31,60,12-05-2011_103851.mp3,2040026,VATAVACHH,1,12,5,11
2,12/5/2011,12/5/11 13:33,76,12-05-2011_103528.mp3,1033003,SANGANI,1,12,5,11
2,12/5/2011,12/5/11 13:33,15,12-05-2011_103851.mp3,1032032,RAJAVAD,2,12,5,11
2,12/5/2011,12/5/11 13:39,60,12-05-2011_103851.mp3,2040024,VATAVACHH,2,12,5,11
2,12/5/2011,12/5/11 13:42,60,12-05-2011_103851.mp3,2028032,NAVA SUDAMDA,2,12,5,11
2,12/5/2011,12/5/11 13:45,60,12-05-2011_103851.mp3,1034023,SANOSARA,1,12,5,11
2,12/5/2011,12/5/11 13:45,5,12-05-2011_103528.mp3,1037034,SURAI,2,12,5,11
2,12/5/2011,12/5/11 13:45,60,12-05-2011_103851.mp3,1034027,SANOSARA,1,12,5,11
2,12/5/2011,12/5/11 13:48,39,12-05-2011_103851.mp3,1037006,SURAI,2,12,5,11
2,12/5/2011,12/5/11 13:48,76,12-05-2011_103528.mp3,1038003,TAJPAR,1,12,5,11
2,12/5/2011,12/5/11 13:54,76,12-05-2011_103528.mp3,1039012,TRAMBODA,2,12,5,11
2,12/5/2011,12/5/11 13:57,76,12-05-2011_103528.mp3,2003032,BHADUKA,1,12,5,11
2,12/5/2011,12/5/11 14:03,53,12-05-2011_103851.mp3,2007040,DHAJALA,2,12,5,11
2,12/5/2011,12/5/11 14:06,60,12-05-2011_103851.mp3,2008008,DHAMRASLA,2,12,5,11
2,12/5/2011,12/5/11 14:09,76,12-05-2011_103528.mp3,2009022,DHANDHALPUR,2,12,5,11
2,12/5/2011,12/5/11 14:09,60,12-05-2011_103851.mp3,2009002,DHANDHALPUR,1,12,5,11
2,12/5/2011,12/5/11 14:15,3,12-05-2011_103528.mp3,2013002,KASHIPURA,2,12,5,11
2,12/5/2011,12/5/11 14:21,2,12-05-2011_103528.mp3,1001006,AKALA,2,12,5,11
2,12/5/2011,12/5/11 14:24,60,12-05-2011_103851.mp3,1001032,AKALA,1,12,5,11
2,12/5/2011,12/5/11 14:30,19,12-05-2011_103528.mp3,1002009,BAMANBOR,1,12,5,11
2,12/5/2011,12/5/11 14:30,60,12-05-2011_103851.mp3,1002011,BAMANBOR,1,12,5,11
2,12/5/2011,12/5/11 14:31,76,12-05-2011_103528.mp3,2014037,KASWALI,1,12,5,11
2,12/5/2011,12/5/11 14:31,59,12-05-2011_103851.mp3,1002020,BAMANBOR,1,12,5,11
2,12/5/2011,12/5/11 14:33,60,12-05-2011_103851.mp3,2015026,KESHARPAR,2,12,5,11
2,12/5/2011,12/5/11 14:39,76,12-05-2011_103528.mp3,1004027,BHETSUDA,1,12,5,11
2,12/5/2011,12/5/11 14:42,76,12-05-2011_103528.mp3,1005015,BHIMORA,1,12,5,11
2,12/5/2011,12/5/11 14:45,60,12-05-2011_103851.mp3,1005038,BHIMORA,2,12,5,11
2,12/5/2011,12/5/11 14:48,60,12-05-2011_103851.mp3,2018014,KOTDA,1,12,5,11
2,12/5/2011,12/5/11 14:51,9,12-05-2011_103528.mp3,2018030,KOTDA,2,12,5,11
2,12/5/2011,12/5/11 14:51,60,12-05-2011_103851.mp3,1006030,CHIRODA,2,12,5,11
2,12/5/2011,12/5/11 14:51,76,12-05-2011_103528.mp3,1006026,CHIRODA,1,12,5,11
2,12/5/2011,12/5/11 14:54,75,12-05-2011_103528.mp3,2018021,KOTDA,2,12,5,11
2,12/5/2011,12/5/11 14:54,4,12-05-2011_103528.mp3,2020015,LIMBALA,1,12,5,11
2,12/5/2011,12/5/11 14:57,11,12-05-2011_103851.mp3,2020028,LIMBALA,2,12,5,11
2,12/5/2011,12/5/11 14:57,60,12-05-2011_103851.mp3,2020030,LIMBALA,2,12,5,11
2,12/5/2011,12/5/11 15:00,60,12-05-2011_103851.mp3,1010031,HIRASAR,1,12,5,11
2,12/5/2011,12/5/11 15:00,60,12-05-2011_103851.mp3,1010026,HIRASAR,1,12,5,11
2,12/5/2011,12/5/11 15:00,60,12-05-2011_103851.mp3,1010021,HIRASAR,1,12,5,11
2,12/5/2011,12/5/11 15:00,59,12-05-2011_103851.mp3,1010036,HIRASAR,1,12,5,11
2,12/5/2011,12/5/11 15:01,76,12-05-2011_103528.mp3,2026015,NANA SAKHPAR,1,12,5,11
2,12/5/2011,12/5/11 15:03,4,"1323077591	9913845651	7930142000	1323077610	Abort call",1011009,KANDHASAR,1,12,5,11
2,12/5/2011,12/5/11 15:06,60,12-05-2011_103851.mp3,1011010,KANDHASAR,1,12,5,11
2,12/5/2011,12/5/11 15:12,60,12-05-2011_103851.mp3,1016015,KHERANA,2,12,5,11
2,12/5/2011,12/5/11 15:12,38,12-05-2011_103851.mp3,1016024,KHERANA,1,12,5,11
2,12/5/2011,12/5/11 15:18,76,12-05-2011_103528.mp3,1019010,LAKHCHOKIYA,1,12,5,11
2,12/5/2011,12/5/11 15:18,2,12-05-2011_103528.mp3,1019016,LAKHCHOKIYA,2,12,5,11
2,12/5/2011,12/5/11 15:21,60,12-05-2011_103851.mp3,1019029,LAKHCHOKIYA,1,12,5,11
2,12/5/2011,12/5/11 15:21,96,"12-05-2011_103528.mp3	1",1019040,LAKHCHOKIYA,1,12,5,11
2,12/5/2011,12/5/11 15:21,76,12-05-2011_103528.mp3,1022001,MOKASAR,2,12,5,11
2,12/5/2011,12/5/11 15:24,60,12-05-2011_103851.mp3,1022011,MOKASAR,1,12,5,11
2,12/5/2011,12/5/11 15:27,60,12-05-2011_103851.mp3,1022026,MOKASAR,2,12,5,11
2,12/5/2011,12/5/11 15:27,8,12-05-2011_103528.mp3,2028012,NAVA SUDAMDA,2,12,5,11
2,12/5/2011,12/5/11 15:27,76,12-05-2011_103528.mp3,1022033,MOKASAR,1,12,5,11
2,12/5/2011,12/5/11 15:30,59,12-05-2011_103851.mp3,1023006,MOTA KANGHASAR,1,12,5,11
2,12/5/2011,12/5/11 15:33,76,12-05-2011_103528.mp3,2029013,NAVAGAM (BAVLIYA),2,12,5,11
2,12/5/2011,12/5/11 15:36,60,12-05-2011_103851.mp3,1027004,NANI MORSAL,1,12,5,11
2,12/5/2011,12/5/11 15:36,7,12-05-2011_103851.mp3,1023007,MOTA KANGHASAR,3,12,5,11
2,12/5/2011,12/5/11 15:36,76,12-05-2011_103528.mp3,2029022,NAVAGAM (BAVLIYA),2,12,5,11
2,12/5/2011,12/5/11 15:39,60,12-05-2011_103851.mp3,1027018,NANI MORSAL,2,12,5,11
2,12/5/2011,12/5/11 15:42,76,12-05-2011_103528.mp3,1030005,PANCHAVADA,1,12,5,11
2,12/5/2011,12/5/11 15:45,5,12-05-2011_103851.mp3,2028004,NAVA SUDAMDA,2,12,5,11
2,12/5/2011,12/5/11 15:45,60,12-05-2011_103851.mp3,2035018,SHIRVANIYA,1,12,5,11
2,12/5/2011,12/5/11 15:48,19,12-05-2011_103528.mp3,2036009,SOKHDA,1,12,5,11
2,12/5/2011,12/5/11 15:48,76,12-05-2011_103528.mp3,1031003,PIPLIYA (DHORA),2,12,5,11
2,12/5/2011,12/5/11 15:48,60,12-05-2011_103851.mp3,1030026,PANCHAVADA,1,12,5,11
2,12/5/2011,12/5/11 15:51,60,12-05-2011_103851.mp3,2036023,SOKHDA,2,12,5,11
2,12/5/2011,12/5/11 15:51,75,12-05-2011_103528.mp3,1031014,PIPLIYA (DHORA),2,12,5,11
2,12/5/2011,12/5/11 15:54,76,12-05-2011_103528.mp3,1031024,PIPLIYA (DHORA),1,12,5,11
2,12/5/2011,12/5/11 15:54,60,12-05-2011_103851.mp3,2036033,SOKHDA,1,12,5,11
2,12/5/2011,12/5/11 15:57,13,12-05-2011_103528.mp3,1032004,RAJAVAD,1,12,5,11
2,12/5/2011,12/5/11 15:57,60,12-05-2011_103851.mp3,2028022,NAVA SUDAMDA,2,12,5,11
2,12/5/2011,12/5/11 16:06,60,12-05-2011_103851.mp3,1032029,RAJAVAD,1,12,5,11
2,12/5/2011,12/5/11 16:06,60,12-05-2011_103851.mp3,1032031,RAJAVAD,2,12,5,11
2,12/5/2011,12/5/11 16:21,76,12-05-2011_103528.mp3,1038007,TAJPAR,1,12,5,11
2,12/5/2011,12/5/11 16:21,60,12-05-2011_103851.mp3,2021026,MAGALFUI,1,12,5,11
2,12/5/2011,12/5/11 16:21,76,12-05-2011_103528.mp3,2035006,SHIRVANIYA,2,12,5,11
2,12/5/2011,12/5/11 16:24,76,12-05-2011_103528.mp3,1039004,TRAMBODA,2,12,5,11
2,12/5/2011,12/5/11 16:30,15,12-05-2011_103851.mp3,2003017,BHADUKA,2,12,5,11
2,12/5/2011,12/5/11 16:36,60,12-05-2011_103851.mp3,2007036,DHAJALA,1,12,5,11
2,12/5/2011,12/5/11 16:57,60,12-05-2011_103851.mp3,2014005,KASWALI,2,12,5,11
2,12/5/2011,12/5/11 17:00,60,12-05-2011_103851.mp3,1002002,BAMANBOR,1,12,5,11
2,12/5/2011,12/5/11 17:06,60,12-05-2011_103851.mp3,1002036,BAMANBOR,2,12,5,11
2,12/5/2011,12/5/11 17:12,76,12-05-2011_103528.mp3,1004022,BHETSUDA,2,12,5,11
2,12/5/2011,12/5/11 18:03,60,12-05-2011_103851.mp3,1023021,MOTA KANGHASAR,2,12,5,11
2,12/5/2011,12/5/11 18:15,60,12-05-2011_103851.mp3,1027034,NANI MORSAL,2,12,5,11
2,12/5/2011,12/5/11 18:21,60,12-05-2011_103851.mp3,2036003,SOKHDA,1,12,5,11
2,12/5/2011,12/5/11 18:30,76,12-05-2011_103528.mp3,1032008,RAJAVAD,1,12,5,11
2,12/5/2011,12/5/11 18:42,60,12-05-2011_103851.mp3,2017023,KHINTALA,2,12,5,11
2,12/5/2011,12/5/11 18:42,60,12-05-2011_103851.mp3,1033002,SANGANI,2,12,5,11
2,12/5/2011,12/5/11 18:42,76,12-05-2011_103528.mp3,2028030,NAVA SUDAMDA,1,12,5,11
2,12/5/2011,12/5/11 18:42,60,12-05-2011_103851.mp3,1033004,SANGANI,2,12,5,11
2,12/5/2011,12/5/11 18:45,60,12-05-2011_103851.mp3,2028025,NAVA SUDAMDA,1,12,5,11
2,12/5/2011,12/5/11 18:54,60,12-05-2011_103851.mp3,2024019,MOTA SARPAL,1,12,5,11
2,12/5/2011,12/5/11 19:03,29,"12-05-2011_103528.mp3	1",2003036,BHADUKA,1,12,5,11
2,12/5/2011,12/5/11 19:03,76,12-05-2011_103528.mp3,2003034,BHADUKA,2,12,5,11
2,12/5/2011,12/5/11 19:15,60,12-05-2011_103851.mp3,2009007,DHANDHALPUR,1,12,5,11
2,12/5/2011,12/5/11 19:18,60,12-05-2011_103851.mp3,2009017,DHANDHALPUR,2,12,5,11
2,12/5/2011,12/5/11 19:24,76,12-05-2011_103528.mp3,1001002,AKALA,2,12,5,11
2,12/5/2011,12/5/11 19:33,3,12-05-2011_103528.mp3,1002004,BAMANBOR,1,12,5,11
2,12/5/2011,12/5/11 19:48,76,12-05-2011_103528.mp3,1005003,BHIMORA,1,12,5,11
2,12/5/2011,12/5/11 19:54,60,12-05-2011_103851.mp3,1006005,CHIRODA,1,12,5,11
2,12/5/2011,12/5/11 19:57,69,"12-05-2011_103528.mp3	1",2018029,KOTDA,2,12,5,11
2,12/5/2011,12/5/11 20:00,76,12-05-2011_103528.mp3,1006040,CHIRODA,1,12,5,11
2,12/6/2011,12/6/11 11:12,61,"1323150128	9979999324	7930142000	1323150213	Abort call",1034002,SANOSARA,1,12,6,11
2,12/6/2011,12/6/11 11:15,14,"12-05-2011_103851.mp3	1",1034037,SANOSARA,1,12,6,11
2,12/6/2011,12/6/11 11:27,60,12-05-2011_103851.mp3,1039034,TRAMBODA,1,12,6,11
2,12/6/2011,12/6/11 12:06,10,12-05-2011_103528.mp3,1004015,BHETSUDA,1,12,6,11
2,12/6/2011,12/6/11 12:30,76,12-05-2011_103528.mp3,2021003,MAGALFUI,2,12,6,11
2,12/6/2011,12/6/11 12:30,76,12-05-2011_103528.mp3,2015035,KESHARPAR,1,12,6,11
2,12/6/2011,12/6/11 12:39,76,12-05-2011_103528.mp3,2024018,MOTA SARPAL,1,12,6,11
2,12/6/2011,12/6/11 12:39,76,12-05-2011_103528.mp3,2014016,KASWALI,2,12,6,11
2,12/6/2011,12/6/11 12:45,60,12-05-2011_103851.mp3,1019003,LAKHCHOKIYA,2,12,6,11
2,12/6/2011,12/6/11 12:45,60,12-05-2011_103851.mp3,1016037,KHERANA,2,12,6,11
2,12/6/2011,12/6/11 12:48,60,12-05-2011_103851.mp3,2036026,SOKHDA,1,12,6,11
2,12/6/2011,12/6/11 13:03,75,12-05-2011_103528.mp3,1027006,NANI MORSAL,2,12,6,11
2,12/6/2011,12/6/11 13:06,60,12-05-2011_103851.mp3,2029018,NAVAGAM (BAVLIYA),1,12,6,11
2,12/6/2011,12/6/11 13:09,60,12-05-2011_103851.mp3,2029041,NAVAGAM (BAVLIYA),1,12,6,11
2,12/6/2011,12/6/11 13:15,8,12-05-2011_103528.mp3,1030018,PANCHAVADA,2,12,6,11
2,12/6/2011,12/6/11 13:18,76,12-05-2011_103528.mp3,1030032,PANCHAVADA,1,12,6,11
2,12/6/2011,12/6/11 13:21,3,12-05-2011_103851.mp3,1031012,PIPLIYA (DHORA),1,12,6,11
2,12/6/2011,12/6/11 14:51,60,12-05-2011_103851.mp3,1006006,CHIRODA,1,12,6,11
2,12/6/2011,12/6/11 15:15,13,12-05-2011_103851.mp3,2024029,MOTA SARPAL,2,12,6,11
2,12/6/2011,12/6/11 15:24,4,12-05-2011_103528.mp3,2026006,NANA SAKHPAR,2,12,6,11
2,12/6/2011,12/6/11 15:33,28,12-05-2011_103851.mp3,2026011,NANA SAKHPAR,2,12,6,11
2,12/6/2011,12/6/11 15:36,2,12-05-2011_103851.mp3,1023035,MOTA KANGHASAR,1,12,6,11
2,12/6/2011,12/6/11 15:42,76,12-05-2011_103528.mp3,1027031,NANI MORSAL,1,12,6,11
2,12/6/2011,12/6/11 15:54,60,12-05-2011_103851.mp3,2036012,SOKHDA,2,12,6,11
2,12/6/2011,12/6/11 16:47,54,12-06-2011_154638.mp3,1039034,TRAMBODA,1,12,6,11
2,12/6/2011,12/6/11 16:48,6,12-05-2011_103528.mp3,2012005,KARADI,2,12,6,11
2,12/6/2011,12/6/11 18:09,76,12-05-2011_103528.mp3,1027008,NANI MORSAL,2,12,6,11
2,12/6/2011,12/6/11 18:27,76,12-05-2011_103528.mp3,2036029,SOKHDA,2,12,6,11
2,12/6/2011,12/6/11 19:24,60,12-05-2011_103851.mp3,2036007,SOKHDA,2,12,6,11
1,12/7/2011,12/7/11 9:00,91,12-07-2011_075954.mp3,1005003,BHIMORA,1,12,7,11
1,12/7/2011,12/7/11 9:00,299,recordmessage.wav,1005012,BHIMORA,1,12,7,11
1,12/7/2011,12/7/11 9:00,415,ratethankyou.wav,1004001,BHETSUDA,2,12,7,11
1,12/7/2011,12/7/11 9:00,428,ratethankyou.wav,1019022,LAKHCHOKIYA,1,12,7,11
1,12/7/2011,12/7/11 9:00,317,1323228952.mp3,1005004,BHIMORA,1,12,7,11
1,12/7/2011,12/7/11 9:00,N/A,N/A,2036025,SOKHDA,2,12,7,11
